Class,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,session_id,event_time,event_type,product_id,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119
Failed_Prediction,"[209105505910, datetime.datetime(2024, 2, 28, 15, 56, 36, 179000), 'load', '日式梅花燒肉片']","[209105505910, datetime.datetime(2024, 2, 28, 15, 59, 3, 812000), 'load', '新興461-韓式泡菜軟骨肉']","[209105505910, datetime.datetime(2024, 2, 28, 16, 0, 4, 719000), 'load', '鮮嫩舒肥鮭魚8入自由選']","[209105505910, datetime.datetime(2024, 2, 28, 16, 0, 50, 467000), 'load', '極品煲雞湯(10包免運組)']","[209105505910, datetime.datetime(2024, 2, 28, 16, 1, 59, 551000), 'load', '鮮凍海鮮什錦盤']","[209105505910, datetime.datetime(2024, 2, 28, 16, 4, 59, 989000), 'load', '豪氣食堂台式芋頭炊粉湯']","[209105505910, datetime.datetime(2024, 2, 28, 16, 11, 33, 872000), 'purchase', '日式梅花燒肉片']","[209105505910, datetime.datetime(2024, 2, 28, 16, 11, 33, 872000), 'purchase', '新興461-韓式泡菜軟骨肉']","[209105505910, datetime.datetime(2024, 2, 28, 16, 11, 33, 872000), 'purchase', '豪氣食堂台式芋頭炊粉湯']","[209105505910, datetime.datetime(2024, 2, 28, 16, 11, 33, 872000), 'purchase', '鮮嫩舒肥鮭魚8入自由選']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Failed_Prediction,"[203650415090, datetime.datetime(2023, 12, 27, 12, 13, 36, 595000), 'load', '美澳紐超值福利牛肉']","[203650415090, datetime.datetime(2023, 12, 27, 12, 23, 0, 971000), 'purchase', '美澳紐超值福利牛肉']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Failed_Prediction,"[201705330932, datetime.datetime(2023, 12, 4, 23, 55, 58, 462000), 'load', '一休精選 舒肥嫩雞胸10入自由選']","[201705330932, datetime.datetime(2023, 12, 4, 23, 59, 11, 532000), 'load', '一休精選 舒肥嫩雞胸10入自由選']","[201705330932, datetime.datetime(2023, 12, 5, 0, 0, 38, 378000), 'load', '一休精選 舒肥嫩雞胸10入自由選']","[201705330932, datetime.datetime(2023, 12, 5, 0, 0, 43, 459000), 'load', '一休精選 舒肥嫩雞胸10入自由選']","[201705330932, datetime.datetime(2023, 12, 5, 0, 1, 14, 705000), 'load', '一休精選 舒肥嫩雞胸10入自由選']","[201705330932, datetime.datetime(2023, 12, 5, 0, 2, 5, 749000), 'load', '舒肥雞胸隨手包35包']","[201705330932, datetime.datetime(2023, 12, 5, 0, 3, 44, 546000), 'load', '舒肥雞胸隨手包35包']","[201705330932, datetime.datetime(2023, 12, 5, 0, 4, 15, 471000), 'load', '舒肥雞胸輕巧隨手包單入']","[201705330932, datetime.datetime(2023, 12, 5, 0, 5, 30, 518000), 'load', '舒肥雞胸輕巧隨手包單入']","[201705330932, datetime.datetime(2023, 12, 5, 0, 8, 37, 259000), 'load', '舒肥雞胸輕巧隨手包單入']","[201705330932, datetime.datetime(2023, 12, 5, 0, 10, 31, 584000), 'load', '舒肥雞胸輕巧隨手包(20包)']","[201705330932, datetime.datetime(2023, 12, 5, 0, 11, 20, 584000), 'load', '舒肥雞胸輕巧隨手包(20包)']","[201705330932, datetime.datetime(2023, 12, 5, 0, 11, 56, 844000), 'load', '超嫩舒肥嫩雞胸(任選20包)']","[201705330932, datetime.datetime(2023, 12, 5, 0, 18, 38, 48000), 'load', '超嫩舒肥嫩雞胸(任選20包)']","[201705330932, datetime.datetime(2023, 12, 5, 0, 19, 51, 656000), 'load', '超嫩舒肥嫩雞胸(任選20包)']","[201705330932, datetime.datetime(2023, 12, 5, 0, 20, 56, 234000), 'load', '超嫩舒肥嫩雞胸(任選20包)']","[201705330932, datetime.datetime(2023, 12, 5, 0, 21, 42, 573000), 'load', '超嫩舒肥嫩雞胸(任選30包)']","[201705330932, datetime.datetime(2023, 12, 5, 0, 25, 24, 816000), 'load', '舒肥雞胸輕巧隨手包(30包)']","[201705330932, datetime.datetime(2023, 12, 5, 0, 52, 25, 752000), 'load', '南方澳鮮撈無鹽鯖魚(2片)']","[201705330932, datetime.datetime(2023, 12, 5, 0, 54, 4, 450000), 'load', '黃金香酥旗魚塊']","[201705330932, datetime.datetime(2023, 12, 5, 0, 56, 23, 679000), 'load', '舒肥雞胸輕巧隨手包(30包)']","[201705330932, datetime.datetime(2023, 12, 5, 0, 56, 53, 318000), 'load', '一休精選 舒肥嫩雞胸10入自由選']","[201705330932, datetime.datetime(2023, 12, 5, 0, 57, 49, 984000), 'load', '一休精選 舒肥嫩雞胸10入自由選']","[201705330932, datetime.datetime(2023, 12, 5, 0, 59, 17, 150000), 'load', '特A級日本栗香地瓜']","[201705330932, datetime.datetime(2023, 12, 5, 1, 6, 43, 640000), 'purchase', '黃金香酥旗魚塊']","[201705330932, datetime.datetime(2023, 12, 5, 1, 6, 43, 640000), 'purchase', '特A級日本栗香地瓜']","[201705330932, datetime.datetime(2023, 12, 5, 1, 6, 43, 640000), 'purchase', '舒肥雞胸輕巧隨手包(30包)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Failed_Prediction,"[204262974704, datetime.datetime(2024, 1, 3, 14, 22, 57, 728000), 'load', '老饕級冠軍牛奶蜜棗']","[204262974704, datetime.datetime(2024, 1, 3, 14, 23, 35, 654000), 'purchase', '老饕級冠軍牛奶蜜棗']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Failed_Prediction,"[203643812910, datetime.datetime(2023, 12, 27, 10, 23, 49, 304000), 'load', '手工黃金厚片青蔥餅']","[203643812910, datetime.datetime(2023, 12, 27, 10, 25, 13, 298000), 'purchase', '手工黃金厚片青蔥餅']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Failed_Prediction,"[210214662986, datetime.datetime(2024, 3, 12, 11, 37, 45, 366000), 'load', '美澳紐超值福利牛肉']","[210214662986, datetime.datetime(2024, 3, 12, 11, 38, 33, 278000), 'load', '美國安格斯帶骨牛小排']","[210214662986, datetime.datetime(2024, 3, 12, 11, 43, 12, 950000), 'purchase', '美國安格斯帶骨牛小排']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Failed_Prediction,"[199257956738, datetime.datetime(2023, 11, 6, 16, 5, 58, 911000), 'load', '南方澳大尾薄鹽鯖魚']","[199257956738, datetime.datetime(2023, 11, 6, 16, 14, 59, 702000), 'purchase', '南方澳大尾薄鹽鯖魚']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Failed_Prediction,"[210932736011, datetime.datetime(2024, 3, 20, 19, 5, 37, 296000), 'load', '豪氣食堂台式芋頭炊粉湯']","[210932736011, datetime.datetime(2024, 3, 20, 19, 7, 42, 28000), 'load', '美澳紐超值福利牛肉']","[210932736011, datetime.datetime(2024, 3, 20, 19, 8, 36, 726000), 'load', '美國頂級無骨牛小排']","[210932736011, datetime.datetime(2024, 3, 20, 19, 11, 38, 55000), 'load', ' 總統級超厚霜降牛排21oz']","[210932736011, datetime.datetime(2024, 3, 20, 19, 12, 30, 213000), 'load', '日本A5和牛漢堡排單入任選']","[210932736011, datetime.datetime(2024, 3, 20, 19, 13, 27, 578000), 'load', ' 川味煙燻無骨鳳爪(微辣)']","[210932736011, datetime.datetime(2024, 3, 20, 19, 16, 56, 778000), 'load', '螯蝦海鮮濃湯']","[210932736011, datetime.datetime(2024, 3, 20, 19, 18, 44, 297000), 'load', '螯蝦海鮮濃湯']","[210932736011, datetime.datetime(2024, 3, 20, 19, 36, 13, 913000), 'purchase', '豪氣食堂台式芋頭炊粉湯']","[210932736011, datetime.datetime(2024, 3, 20, 19, 36, 13, 913000), 'purchase', '美國頂級無骨牛小排']","[210932736011, datetime.datetime(2024, 3, 20, 19, 36, 13, 913000), 'purchase', ' 總統級超厚霜降牛排21oz']","[210932736011, datetime.datetime(2024, 3, 20, 19, 36, 13, 913000), 'purchase', ' 川味煙燻無骨鳳爪(微辣)']","[210932736011, datetime.datetime(2024, 3, 20, 19, 36, 13, 913000), 'purchase', '螯蝦海鮮濃湯']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Failed_Prediction,"[208419413151, datetime.datetime(2024, 2, 20, 16, 56, 58, 401000), 'load', '古早味醬醃鮮蛤蜊']","[208419413151, datetime.datetime(2024, 2, 20, 16, 57, 14, 976000), 'load', '古早味醬醃鮮蛤蜊']","[208419413151, datetime.datetime(2024, 2, 20, 16, 57, 55, 299000), 'load', '百匯藜麥鮮穀熟飯任選10包']","[208419413151, datetime.datetime(2024, 2, 20, 17, 0, 21, 758000), 'load', '低醣飲食雞胸蔬菜任選20入']","[208419413151, datetime.datetime(2024, 2, 20, 17, 0, 56, 287000), 'load', '私房下酒小菜8入自由選']","[208419413151, datetime.datetime(2024, 2, 20, 17, 2, 4, 539000), 'load', '螯蝦海鮮濃湯']","[208419413151, datetime.datetime(2024, 2, 20, 17, 5, 50, 525000), 'purchase', '古早味醬醃鮮蛤蜊']","[208419413151, datetime.datetime(2024, 2, 20, 17, 5, 50, 525000), 'purchase', '螯蝦海鮮濃湯']","[208419413151, datetime.datetime(2024, 2, 20, 17, 5, 50, 525000), 'purchase', '百匯藜麥鮮穀熟飯任選10包']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Failed_Prediction,"[202906219668, datetime.datetime(2023, 12, 18, 21, 30, 31, 30000), 'load', '家庭號優鮮原味雞塊']","[202906219668, datetime.datetime(2023, 12, 18, 21, 33, 17, 125000), 'load', '綜合鮮凍莓果']","[202906219668, datetime.datetime(2023, 12, 18, 21, 33, 30, 130000), 'load', '綜合鮮凍莓果']","[202906219668, datetime.datetime(2023, 12, 18, 21, 33, 45, 12000), 'load', '鮮凍莓果自由選']","[202906219668, datetime.datetime(2023, 12, 18, 21, 38, 39, 224000), 'purchase', '金山脆皮紅薯地瓜條']","[202906219668, datetime.datetime(2023, 12, 18, 21, 38, 39, 224000), 'purchase', '家庭號優鮮原味雞塊']","[202906219668, datetime.datetime(2023, 12, 18, 21, 38, 39, 224000), 'purchase', '台南無刺虱目魚肚']","[202906219668, datetime.datetime(2023, 12, 18, 21, 38, 39, 224000), 'purchase', '鮮凍莓果自由選']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Failed_Prediction,"[206514136182, datetime.datetime(2024, 1, 29, 15, 44, 37, 419000), 'load', '美國頂級無骨牛小排']","[206514136182, datetime.datetime(2024, 1, 29, 15, 45, 58, 730000), 'load', '霜降骰子牛肉【買三送二】']","[206514136182, datetime.datetime(2024, 1, 29, 15, 46, 23, 868000), 'load', '聖凱師小資牛多多烤肉組']","[206514136182, datetime.datetime(2024, 1, 29, 15, 46, 57, 473000), 'load', '超值老饕霜降骰子牛肉']","[206514136182, datetime.datetime(2024, 1, 29, 15, 47, 14, 180000), 'load', '紐西蘭菲力骰子牛']","[206514136182, datetime.datetime(2024, 1, 29, 15, 56, 16, 527000), 'purchase', '美國安格斯帶骨牛小排']","[206514136182, datetime.datetime(2024, 1, 29, 15, 56, 16, 527000), 'purchase', '霜降骰子牛肉【買三送二】']","[206514136182, datetime.datetime(2024, 1, 29, 15, 56, 16, 527000), 'purchase', '超值老饕霜降骰子牛肉']","[206514136182, datetime.datetime(2024, 1, 29, 15, 56, 16, 527000), 'purchase', '紐西蘭菲力骰子牛']","[206514136182, datetime.datetime(2024, 1, 29, 15, 56, 16, 527000), 'purchase', '鮮嫩無骨雞腿排/單支裝']","[206514136182, datetime.datetime(2024, 1, 29, 15, 56, 16, 527000), 'purchase', '頂級安格斯肋眼牛排']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high-end beef lover,"[209460289520, datetime.datetime(2024, 3, 3, 18, 6, 1, 885000), 'load', '無壓低醣EasyGo']","[209460289520, datetime.datetime(2024, 3, 3, 18, 8, 42, 819000), 'load', '低醣飲食雞胸蔬菜任選20入']","[209460289520, datetime.datetime(2024, 3, 3, 18, 32, 5, 323000), 'purchase', '輕采養生藜麥毛豆']","[209460289520, datetime.datetime(2024, 3, 3, 18, 32, 5, 323000), 'purchase', '厚切大比目魚(扁鱈)']","[209460289520, datetime.datetime(2024, 3, 3, 18, 32, 5, 323000), 'purchase', '樂活輕采花椰米']","[209460289520, datetime.datetime(2024, 3, 3, 18, 32, 5, 323000), 'purchase', '低醣飲食雞胸蔬菜任選20入']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
premium seafood enthusiast,"[208405928239, datetime.datetime(2024, 2, 20, 13, 12, 10, 109000), 'load', '低醣飲食雞胸蔬菜任選20入']","[208405928239, datetime.datetime(2024, 2, 20, 13, 17, 13, 959000), 'load', '低醣飲食雞胸蔬菜任選20入']","[208405928239, datetime.datetime(2024, 2, 20, 13, 26, 34, 56000), 'purchase', '特A級日本栗香地瓜']","[208405928239, datetime.datetime(2024, 2, 20, 13, 26, 34, 56000), 'purchase', '低醣飲食雞胸蔬菜任選20入']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seasonal and festive food buyer,"[205653168394, datetime.datetime(2024, 1, 19, 16, 32, 51, 631000), 'load', '鴻運納財迎春宴']","[205653168394, datetime.datetime(2024, 1, 19, 16, 36, 29, 86000), 'purchase', '鴻運納財迎春宴']","[205653168394, datetime.datetime(2024, 1, 19, 16, 36, 29, 86000), 'purchase', '手工黃金厚片青蔥餅']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meat and seafood combo shopper,"[206095184496, datetime.datetime(2024, 1, 24, 19, 19, 46, 555000), 'load', '醬漬一口鮑單入自由選']","[206095184496, datetime.datetime(2024, 1, 24, 19, 21, 25, 963000), 'load', '醬漬一口鮑單入自由選']","[206095184496, datetime.datetime(2024, 1, 24, 19, 23, 51, 461000), 'load', '醬漬一口鮑單入自由選']","[206095184496, datetime.datetime(2024, 1, 24, 19, 25, 36, 184000), 'load', '手工黃金厚片青蔥餅']","[206095184496, datetime.datetime(2024, 1, 24, 19, 27, 35, 983000), 'load', '東海鮮甜沙蟹身']","[206095184496, datetime.datetime(2024, 1, 24, 19, 29, 10, 650000), 'load', '美國藍帶特選嫩肩牛排']","[206095184496, datetime.datetime(2024, 1, 24, 19, 36, 6, 28000), 'purchase', '東海鮮甜沙蟹身']","[206095184496, datetime.datetime(2024, 1, 24, 19, 36, 6, 28000), 'purchase', '美國藍帶特選嫩肩牛排']","[206095184496, datetime.datetime(2024, 1, 24, 19, 36, 6, 28000), 'purchase', '醬漬一口鮑單入自由選']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high-end and premium food lover,"[199002881755, datetime.datetime(2023, 11, 3, 17, 14, 42, 746000), 'load', '美國安格斯帶骨牛小排']","[199002881755, datetime.datetime(2023, 11, 3, 17, 16, 6, 496000), 'purchase', '美國安格斯帶骨牛小排']","[199002881755, datetime.datetime(2023, 11, 3, 17, 16, 9, 67000), 'purchase', '美國安格斯帶骨牛小排']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snack and convenience food shopper,"[200747296055, datetime.datetime(2023, 11, 23, 21, 48, 17, 864000), 'load', '西班牙手切伊比利松阪豬']","[200747296055, datetime.datetime(2023, 11, 23, 21, 50, 35, 264000), 'load', '西班牙手切伊比利松阪豬']","[200747296055, datetime.datetime(2023, 11, 23, 21, 54, 44, 233000), 'load', '美澳紐超值福利牛肉']","[200747296055, datetime.datetime(2023, 11, 23, 21, 55, 9, 142000), 'load', '黃金酥炸魷米花']","[200747296055, datetime.datetime(2023, 11, 23, 21, 56, 2, 131000), 'load', '超好吃卡拉蟹(辣味)']","[200747296055, datetime.datetime(2023, 11, 23, 21, 59, 40, 250000), 'purchase', '西班牙手切伊比利松阪豬']","[200747296055, datetime.datetime(2023, 11, 23, 21, 59, 40, 250000), 'purchase', '黃金酥炸魷米花']","[200747296055, datetime.datetime(2023, 11, 23, 21, 59, 40, 250000), 'purchase', '美式黃金脆薯']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
healthy and low-calorie food seeker,"[209644902941, datetime.datetime(2024, 3, 5, 21, 24, 5, 563000), 'load', '低醣飲食雞胸蔬菜任選20入']","[209644902941, datetime.datetime(2024, 3, 5, 21, 27, 57, 874000), 'load', '低醣飲食雞胸蔬菜任選30入']","[209644902941, datetime.datetime(2024, 3, 5, 21, 28, 31, 894000), 'load', '低醣飲食雞胸蔬菜任選30入']","[209644902941, datetime.datetime(2024, 3, 5, 21, 29, 30, 163000), 'load', '一休精選 鮮凍蔬菜自由選']","[209644902941, datetime.datetime(2024, 3, 5, 21, 30, 49, 285000), 'load', '谷統-蒟蒻麵單入任選']","[209644902941, datetime.datetime(2024, 3, 5, 21, 31, 49, 950000), 'load', '樂活輕采花椰米']","[209644902941, datetime.datetime(2024, 3, 5, 21, 32, 21, 786000), 'load', '究好味菇菇米10入自由選']","[209644902941, datetime.datetime(2024, 3, 5, 21, 32, 39, 42000), 'load', '樂活輕采花椰米']","[209644902941, datetime.datetime(2024, 3, 5, 21, 50, 53, 807000), 'load', '低醣飲食雞胸蔬菜任選35入']","[209644902941, datetime.datetime(2024, 3, 5, 22, 0, 51, 575000), 'purchase', '金目鱸魚清肉排']","[209644902941, datetime.datetime(2024, 3, 5, 22, 0, 51, 575000), 'purchase', '澎湖野生海菜']","[209644902941, datetime.datetime(2024, 3, 5, 22, 0, 51, 575000), 'purchase', '頂級挪威薄鹽鯖魚150g']","[209644902941, datetime.datetime(2024, 3, 5, 22, 0, 51, 575000), 'purchase', '麻油堅果猴頭菇燉湯']","[209644902941, datetime.datetime(2024, 3, 5, 22, 0, 51, 575000), 'purchase', '低醣飲食雞胸蔬菜任選35入']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japanese specialty enthusiast,"[205242634987, datetime.datetime(2024, 1, 14, 22, 31, 34, 229000), 'load', '日式梅花燒肉片']","[205242634987, datetime.datetime(2024, 1, 14, 22, 33, 1, 690000), 'load', '西班牙手切伊比利松阪豬']","[205242634987, datetime.datetime(2024, 1, 14, 22, 35, 28, 434000), 'load', '黃金酥炸魷魚條']","[205242634987, datetime.datetime(2024, 1, 14, 22, 36, 59, 68000), 'load', '女子貝果單入自由選']","[205242634987, datetime.datetime(2024, 1, 14, 22, 38, 42, 738000), 'load', '東北角燈捕野生鮮凍小卷']","[205242634987, datetime.datetime(2024, 1, 14, 22, 45, 52, 571000), 'purchase', '日式梅花燒肉片']","[205242634987, datetime.datetime(2024, 1, 14, 22, 45, 52, 571000), 'purchase', '東北角燈捕野生鮮凍小卷']","[205242634987, datetime.datetime(2024, 1, 14, 22, 56, 32, 750000), 'purchase', '日式梅花燒肉片']","[205242634987, datetime.datetime(2024, 1, 14, 22, 56, 32, 750000), 'purchase', '東北角燈捕野生鮮凍小卷']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meat and seafood combo shopper,"[211285604976, datetime.datetime(2024, 3, 24, 21, 7, 9, 187000), 'load', '西班牙手切伊比利松阪豬']","[211285604976, datetime.datetime(2024, 3, 24, 21, 7, 45, 239000), 'load', '主廚私房鮮菇燒嫩雞']","[211285604976, datetime.datetime(2024, 3, 24, 21, 8, 18, 559000), 'load', '美澳紐超值福利牛肉']","[211285604976, datetime.datetime(2024, 3, 24, 21, 8, 36, 775000), 'load', '日式梅花燒肉片']","[211285604976, datetime.datetime(2024, 3, 24, 21, 9, 44, 903000), 'load', '義式番茄燉牛肉']","[211285604976, datetime.datetime(2024, 3, 24, 21, 11, 24, 439000), 'load', '美國特選板腱牛肉片']","[211285604976, datetime.datetime(2024, 3, 24, 21, 12, 50, 398000), 'load', '美澳紐超值福利牛肉']","[211285604976, datetime.datetime(2024, 3, 24, 21, 21, 54, 463000), 'purchase', '美澳紐超值福利牛肉']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
healthy and low-calorie food seeker,"[210847592779, datetime.datetime(2024, 3, 19, 19, 27, 28, 449000), 'load', '日式梅花燒肉片']","[210847592779, datetime.datetime(2024, 3, 19, 19, 28, 13, 218000), 'load', '樂活輕采花椰米']","[210847592779, datetime.datetime(2024, 3, 19, 19, 29, 48, 637000), 'load', '一休精選 舒肥嫩雞胸10入自由選']","[210847592779, datetime.datetime(2024, 3, 19, 19, 31, 21, 544000), 'load', '極品無骨嫩豬排5入自由選']","[210847592779, datetime.datetime(2024, 3, 19, 19, 35, 8, 344000), 'load', '鮮凍白花椰菜米(家庭號)']","[210847592779, datetime.datetime(2024, 3, 19, 19, 38, 25, 308000), 'purchase', '樂活輕采花椰米']","[210847592779, datetime.datetime(2024, 3, 19, 19, 38, 25, 308000), 'purchase', '鮮凍白花椰菜米(家庭號)']","[210847592779, datetime.datetime(2024, 3, 19, 19, 38, 25, 308000), 'purchase', '一休精選 舒肥嫩雞胸10入自由選']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vegetable and fruit lover,"[201703207340, datetime.datetime(2023, 12, 4, 23, 20, 9, 338000), 'load', '鮮採特選帝王柑']","[201703207340, datetime.datetime(2023, 12, 4, 23, 21, 44, 179000), 'purchase', '鮮採特選帝王柑']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high-end beef lover,"[204771133515, datetime.datetime(2024, 1, 9, 11, 32, 16, 269000), 'load', '美國安格斯帶骨牛小排']","[204771133515, datetime.datetime(2024, 1, 9, 11, 36, 58, 371000), 'purchase', '美國安格斯帶骨牛小排']","[204771133515, datetime.datetime(2024, 1, 9, 11, 40, 3, 523000), 'purchase', '美國安格斯帶骨牛小排']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
healthy and low-calorie food seeker,"[209951672747, datetime.datetime(2024, 3, 9, 10, 34, 34, 390000), 'load', '樂活輕采花椰米']","[209951672747, datetime.datetime(2024, 3, 9, 10, 40, 53, 38000), 'purchase', '樂活輕采花椰米']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meat and seafood combo shopper,"[210903753171, datetime.datetime(2024, 3, 20, 11, 9, 30, 180000), 'load', '香酥雞腿排']","[210903753171, datetime.datetime(2024, 3, 20, 11, 11, 2, 136000), 'load', '香酥雞腿排']","[210903753171, datetime.datetime(2024, 3, 20, 11, 12, 51, 791000), 'load', '歐風黃芥籽藜麥鷹嘴豆']","[210903753171, datetime.datetime(2024, 3, 20, 11, 13, 34, 132000), 'load', '台灣活力白蝦']","[210903753171, datetime.datetime(2024, 3, 20, 11, 16, 39, 801000), 'purchase', '日式梅花燒肉片']","[210903753171, datetime.datetime(2024, 3, 20, 11, 16, 39, 801000), 'purchase', '香酥雞腿排']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
